,FRAME,FRAME_FILE_PATH,CROP_FILE_PATH,CROP_NUM,xA,yA,xB,yB,ID,INFO
508,126,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_126.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_126_crop_0.jpg,0,357,6,573,438,,
509,126,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_126.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_126_crop_1.jpg,1,253,64,397,352,,
510,126,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_126.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_126_crop_2.jpg,2,151,82,247,274,,
511,127,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_127.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_127_crop_0.jpg,0,144,8,288,296,,
512,127,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_127.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_127_crop_1.jpg,1,372,95,468,287,,
513,127,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_127.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_127_crop_2.jpg,2,442,92,538,284,,
514,127,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_127.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_127_crop_3.jpg,3,250,79,346,271,,
515,128,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_128.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_128_crop_0.jpg,0,354,6,570,438,,
516,128,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_128.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_128_crop_1.jpg,1,250,65,394,353,,
517,128,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_128.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_128_crop_2.jpg,2,151,80,247,272,,
518,129,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_129.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_129_crop_0.jpg,0,394,20,538,308,,
519,129,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_129.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_129_crop_1.jpg,1,55,114,151,306,,
520,129,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_129.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_129_crop_2.jpg,2,141,5,285,293,,
521,129,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_129.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_129_crop_3.jpg,3,324,94,420,286,,
522,129,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_129.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_129_crop_4.jpg,4,234,82,330,274,,
523,130,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_130.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_130_crop_0.jpg,0,464,58,608,346,,
524,130,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_130.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_130_crop_1.jpg,1,352,55,496,343,,
525,130,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_130.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_130_crop_2.jpg,2,150,79,246,271,,
526,131,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_131.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_131_crop_0.jpg,0,74,44,218,332,,
527,131,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_131.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_131_crop_1.jpg,1,142,6,286,294,,
528,131,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_131.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_131_crop_2.jpg,2,390,94,486,286,,
529,131,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_131.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_131_crop_3.jpg,3,310,91,406,283,,
530,131,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_131.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_131_crop_4.jpg,4,234,78,330,270,,
531,132,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_132.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_132_crop_0.jpg,0,479,47,623,335,,
532,132,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_132.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_132_crop_1.jpg,1,303,42,447,330,,
533,132,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_132.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_132_crop_2.jpg,2,136,22,280,310,,
534,133,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_133.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_133_crop_0.jpg,0,0,124,92,316,,
535,133,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_133.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_133_crop_1.jpg,1,142,8,286,296,,
536,133,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_133.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_133_crop_2.jpg,2,439,94,535,286,,
537,133,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_133.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_133_crop_3.jpg,3,376,91,472,283,,
538,133,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_133.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_133_crop_4.jpg,4,244,81,340,273,,
539,134,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_134.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_134_crop_0.jpg,0,396,19,540,307,,
540,134,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_134.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_134_crop_1.jpg,1,141,5,285,293,,
541,134,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_134.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_134_crop_2.jpg,2,325,97,421,289,,
542,134,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_134.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_134_crop_3.jpg,3,235,81,331,273,,
543,135,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_135.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_135_crop_0.jpg,0,439,50,583,338,,
544,135,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_135.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_135_crop_1.jpg,1,322,40,466,328,,
545,135,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_135.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_135_crop_2.jpg,2,133,17,277,305,,
546,135,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_135.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_135_crop_3.jpg,3,559,148,623,276,,
547,136,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_136.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_136_crop_0.jpg,0,362,6,578,438,,
548,136,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_136.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_136_crop_1.jpg,1,261,62,405,350,,
549,136,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_136.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_136_crop_2.jpg,2,528,144,624,336,,
550,136,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_136.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_136_crop_3.jpg,3,151,83,247,275,,
551,137,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_137.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_137_crop_0.jpg,0,274,36,418,324,,
552,137,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_137.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_137_crop_1.jpg,1,141,7,285,295,,
553,137,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_137.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_137_crop_2.jpg,2,480,102,576,294,,
554,137,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_137.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_137_crop_3.jpg,3,573,162,637,290,,
555,138,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_138.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_138_crop_0.jpg,0,486,56,630,344,,
556,138,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_138.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_138_crop_1.jpg,1,374,47,518,335,,
557,138,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_138.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_138_crop_2.jpg,2,149,83,245,275,,
558,139,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_139.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_139_crop_0.jpg,0,387,12,603,444,,
559,139,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_139.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_139_crop_1.jpg,1,285,62,429,350,,
560,139,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_139.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_139_crop_2.jpg,2,151,81,247,273,,
561,140,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_140.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_140_crop_0.jpg,0,142,14,286,302,,
562,140,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_140.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_140_crop_1.jpg,1,421,100,517,292,,
563,140,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_140.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_140_crop_2.jpg,2,479,92,575,284,,
564,140,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_140.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_140_crop_3.jpg,3,370,90,466,282,,
565,140,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_140.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_140_crop_4.jpg,4,279,88,375,280,,
566,141,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_141.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_141_crop_0.jpg,0,51,117,147,309,,
567,141,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_141.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_141_crop_1.jpg,1,396,20,540,308,,
568,141,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_141.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_141_crop_2.jpg,2,141,5,285,293,,
569,141,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_141.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_141_crop_3.jpg,3,327,96,423,288,,
570,141,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_141.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_141_crop_4.jpg,4,235,81,331,273,,
571,142,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_142.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_142_crop_0.jpg,0,359,7,575,439,,
572,142,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_142.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_142_crop_1.jpg,1,257,63,401,351,,
573,142,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_142.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_142_crop_2.jpg,2,527,142,623,334,,
574,142,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_142.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_142_crop_3.jpg,3,151,81,247,273,,
575,143,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_143.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_143_crop_0.jpg,0,375,36,519,324,,
576,143,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_143.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_143_crop_1.jpg,1,145,10,289,298,,
577,143,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_143.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_143_crop_2.jpg,2,472,92,568,284,,
578,143,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_143.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_143_crop_3.jpg,3,276,83,372,275,,
579,144,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_144.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_144_crop_0.jpg,0,142,14,286,302,,
580,144,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_144.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_144_crop_1.jpg,1,424,100,520,292,,
581,144,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_144.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_144_crop_2.jpg,2,482,92,578,284,,
582,144,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_144.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_144_crop_3.jpg,3,369,89,465,281,,
583,144,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_144.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_144_crop_4.jpg,4,280,89,376,281,,
584,145,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_145.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_145_crop_0.jpg,0,72,45,216,333,,
585,145,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_145.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_145_crop_1.jpg,1,140,5,284,293,,
586,145,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_145.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_145_crop_2.jpg,2,392,95,488,287,,
587,145,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_145.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_145_crop_3.jpg,3,311,93,407,285,,
588,145,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_145.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_145_crop_4.jpg,4,234,78,330,270,,
589,146,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_146.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_146_crop_0.jpg,0,329,6,545,438,,
590,146,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_146.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_146_crop_1.jpg,1,25,167,121,359,,
591,146,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_146.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_146_crop_2.jpg,2,222,69,366,357,,
592,146,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_146.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_146_crop_3.jpg,3,474,59,618,347,,
593,146,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_146.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_146_crop_4.jpg,4,152,79,248,271,,
594,147,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_147.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_147_crop_0.jpg,0,431,48,575,336,,
595,147,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_147.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_147_crop_1.jpg,1,327,41,471,329,,
596,147,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_147.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_147_crop_2.jpg,2,548,134,640,326,,
597,147,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_147.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_147_crop_3.jpg,3,131,13,275,301,,
598,148,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_148.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_148_crop_0.jpg,0,390,20,534,308,,
599,148,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_148.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_148_crop_1.jpg,1,141,5,285,293,,
600,148,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_148.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_148_crop_2.jpg,2,320,96,416,288,,
601,148,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_148.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_148_crop_3.jpg,3,233,82,329,274,,
602,149,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_149.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_149_crop_0.jpg,0,274,42,418,330,,
603,149,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_149.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_149_crop_1.jpg,1,141,10,285,298,,
604,149,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_149.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_149_crop_2.jpg,2,477,100,573,292,,
605,149,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_149.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_149_crop_3.jpg,3,547,97,640,289,,
606,150,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_150.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_150_crop_0.jpg,0,497,69,640,357,,
607,150,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_150.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_150_crop_1.jpg,1,269,61,413,349,,
608,150,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_150.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_150_crop_2.jpg,2,405,61,549,349,,
609,150,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_150.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_150_crop_3.jpg,3,151,82,247,274,,
610,151,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_151.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_151_crop_0.jpg,0,446,47,590,335,,
611,151,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_151.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_151_crop_1.jpg,1,318,43,462,331,,
612,151,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_151.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_151_crop_2.jpg,2,541,116,637,308,,
613,151,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_151.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_151_crop_3.jpg,3,133,18,277,306,,
614,152,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_152.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_152_crop_0.jpg,0,338,16,554,448,,
615,152,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_152.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_152_crop_1.jpg,1,232,65,376,353,,
616,152,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_152.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_152_crop_2.jpg,2,476,60,620,348,,
617,152,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_152.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_152_crop_3.jpg,3,151,80,247,272,,
618,153,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_153.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_153_crop_0.jpg,0,442,49,586,337,,
619,153,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_153.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_153_crop_1.jpg,1,321,43,465,331,,
620,153,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_153.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_153_crop_2.jpg,2,132,17,276,305,,
621,153,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_153.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_153_crop_3.jpg,3,540,110,636,302,,
622,154,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_154.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_154_crop_0.jpg,0,12,50,156,338,,
623,154,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_154.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_154_crop_1.jpg,1,141,8,285,296,,
624,154,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_154.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_154_crop_2.jpg,2,333,95,429,287,,
625,154,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_154.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_154_crop_3.jpg,3,400,92,496,284,,
626,154,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_154.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_154_crop_4.jpg,4,237,83,333,275,,
627,155,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_155.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_155_crop_0.jpg,0,416,49,560,337,,
628,155,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_155.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_155_crop_1.jpg,1,337,39,481,327,,
629,155,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_155.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_155_crop_2.jpg,2,559,177,623,305,,
630,155,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_155.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_155_crop_3.jpg,3,129,15,273,303,,
631,156,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_156.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_156_crop_0.jpg,0,141,12,285,300,,
632,156,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_156.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_156_crop_1.jpg,1,491,97,587,289,,
633,156,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_156.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_156_crop_2.jpg,2,287,88,383,280,,
634,156,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_debug/frame_156.jpg,video_result/cvpr10_tud_stadtmitte/frame_detection/frame_detection_crop/frame_156_crop_3.jpg,3,364,85,460,277,,
